SS2_Donor01_CD4T_CD19-CAR_rep1	SS2_Donor01_CD4T_CD19-CAR_rep2	SS2_Donor01_CD8T_CD19-CAR_rep1	SS2_Donor01_CD8T_CD19-CAR_rep2	SS2_Donor01_CD4T_CD19-CAR-CD25_rep1	SS2_Donor01_CD4T_CD19-CAR-CD25_rep2	SS2_Donor01_CD8T_CD19-CAR-CD25_rep1	SS2_Donor01_CD8T_CD19-CAR-CD25_rep2	SS2_Donor02_CD4T_CD19-CAR_rep1	SS2_Donor02_CD4T_CD19-CAR_rep2	SS2_Donor02_CD8T_CD19-CAR_rep1	SS2_Donor02_CD8T_CD19-CAR_rep2	SS2_Donor02_CD4T_CD19-CAR-CD25_rep1	SS2_Donor02_CD4T_CD19-CAR-CD25_rep2	SS2_Donor02_CD8T_CD19-CAR-CD25_rep1	SS2_Donor02_CD8T_CD19-CAR-CD25_rep2	SS2_Donor03_CD4T_CD19-CAR_rep1	SS2_Donor03_CD4T_CD19-CAR_rep2	SS2_Donor03_CD8T_CD19-CAR_rep1	SS2_Donor03_CD8T_CD19-CAR_rep2	SS2_Donor03_CD4T_CD19-CAR-CD25_rep1	SS2_Donor03_CD4T_CD19-CAR-CD25_rep2	SS2_Donor03_CD8T_CD19-CAR-CD25_rep1	SS2_Donor03_CD8T_CD19-CAR-CD25_rep2
ACACA	4.52495	6.30341	1.29737	3.827121	4.8475	3.77475	1.46502	3.4421	2.14914	3.46145	3.383676	6.0741	4.043962	4.38782	3.23324	1.74574	4.544	2.57786	1.02801	4.48961	3.37275	6.93266539384	4.072465	4.40843
ACACB	1.9343	4.01347	1.48862	0.311339	1.9944	2.24623	0.676821	0.446615	0	5.79104	1.19175	1.53077	0.56395	1.34912	2.25236	1.38295	2.35914	0.611594	0.472468	1.29058	0.809712	2.45436	1.17859	2.20826
ACAD10	26.3206	14.0096	10.2742	12.4802	20.4063	10.6259	12.4841	6.702	23.94	10.8427	17.7162000085606	13.60524	2.00097	14.0424	6.48954	10.2033000071952	0	39.3931	5.58952	6.85147000899064	17.37	13.2922	16.7	9.47346
ACAD11	10.2113	5.42619	6.97012	5.59391	7.12802	5.27972	5.5371	5.99661	4.11529	7.97494	7.74296	5.17038	2.8703	20.5008	11.1281	12.3754	0.972061	0	3.97045	4.84258	3.75107	3.23719	10.764	9.56064
ACAD8	32.6206	34.7399	16.6182	26.4807	8.91169	28.9843	10.3568	16.0249	14.0769	24.7136	40.113	30.5522	2.53119	16.9589	31.9905	20.5498	17.1709	50.6854	15.9155	12.9473	19.8294	0	14.5387	15.1834
ACAD9	45.8516	56.5723	19.6393	24.6917	40.1395	42.5452	18.7303	20.2849	21.1265	23.04367	24.52747	30.2266	44.8513	71.5439	33.60981	31.6297	111.1658	0	22.3791	31.6029	65.9001	32.77423	47.9383	50.1105
ACADL	0	0	0	0	0	0	0	0	0	0	0	0.989684	1.1072	0	0	0	0	0	0.928139	0	0	0	0	0
ACADM	28.0985	17.372198	23.571403	24.406	29.7583	46.245	12.341963	15.0379	35.238451	40.131	33.4459	25.4727	41.1662	32.326125	26.687464	38.2505	0	73.44	18.5809	21.626283	17.4991	44.6546	22.0387	32.2541
ACADS	45.5721	40.4496	19.3282	38.9282	62.1598	60.1201	34.4236	25.6353	40.019	24.2206	36.1455	51.3674	33.8704	9.86711	52.9577	12.6546	24.5835	0	27.1652	23.4017	23.0888	74.4327	38.4617	81.8618
ACADSB	15.3236	12.5566	7.00699	6.75164	14.507	11.5637	7.00944	5.97448	18.1384	14.7822	14.1811	8.26465	11.0177	28.712	13.5512	12.8828	16.4925	11.2378	8.28652	6.73129	7.75166	19.8454	11.8774	13.9704
ACADVL	131.9759	101.6968	67.7822	90.88955744692	187.92588	217.0550197613	117.51600335388	105.86460185341	84.977400165939	115.51870114864	101.52574033857	137.6412	54.4969	83.9638	134.784	91.388200473381	75.8398000891472	150.617	67.0755	92.57091	122.133900595976	95.42756	112.57511940662	96.7143
ACAN	0	0	0	0	0	0	0.345537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	300.979	290.356	210.693	234.678	268.382	242.853	175.989	166.079	271.663	355.617	241.447	239.612	257.08	301.778	263.875	312.792	69.9579	101.912	200.768	201.287	305.625	275.188	240.871	250.55
ACAP2	19.219	15.7154	12.1174	11.9381	17.469	24.0039	13.351	12.4825	19.8472	17.4611	13.5723	24.2914	17.3166	19.3175	19.9961	11.5972	45.0195	46.2666	11.9998	8.81428	21.3661	13.3895	16.9668	19.7214
ACAP3	6.13037	1.95787	0	5.50537	1.68123	5.69162	3.34328	2.26262	0	8.07368	2.18999	2.55311	4.28714	0.683788	2.08548	4.09858	0	12.0566	1.79642	2.44578	21.0354	1.77971	3.72741	3.12221
ACAT1	71.9858	51.5091	51.5601	57.6635	86.0125	65.1709	59.6787	49.7225	76.0266	47.0887	72.2755	60.8641	91.6307	119.027	81.4425	83.7627	86.0621	121.397	47.1911	60.9872	55.5045	82.468	76.5601	49.9618
ACAT2	145.033	57.2583	67.8566	66.4645	105.238	145.142	76.942	69.3125	142.117	98.234	131.723	140.599	106.156	61.2596	98.7797	120.426	119.971	28.9481	91.3876	105.285	254.585	139.334	122.4	159.451
ACBD3	3.24124	4.83088	5.95852	5.82118	0	1.50448	2.65109	2.39227	5.60906	5.43254	5.40323	4.04948	1.51097	6.50696	2.20491	5.05545	39.4506	3.18679	1.89946	3.44702	0	5.64459	2.36483	8.252
ACBD4	15.72365	31.43538	7.78491	7.09518	16.2865	25.5558	3.54427	3.11368	8.52829	3.11748	18.92721	17.96769	28.8455	3.9917	7.13105	13.8751	7.60539	18.1692	9.96186	6.58179	3.05069	21.14241	10.15973	12.7011
ACBD5	17.9405612431	29.127038	9.628601436	18.20134	20.7362	18.738172643	9.229819	16.0118	21.63425	13.0788	21.6317	18.9200925	14.806073	33.19561	25.9312	20.55745	52.3332	14.84765	17.231178422506	12.7025	39.85888	13.4694	25.0491687	31.61538
ACBD6	29.1193	45.7165	25.7034	23.5529	45.8908	39.0262	27.0591	19.731	92.3542	73.2729	40.0995	43.0425	64.1338	46.0454	51.9235	37.4021	0	153.863	20.9171	20.1788	23.0256	33.9234	44.6916	29.1005
ACBD7	11.7578	6.50171	4.21887	12.3608	13.4278	7.91118	13.3896	7.50206	10.9993	18.2907	9.28494	12.449	9.75097	4.28407	16.6522	11.8593	13.4189	12.2464	5.21898	1.62017	15.1619	15.6599	11.4218	9.82433
ACCS	2.59172	9.66189	3.95651	2.82667	0	1.2779	3.52341	1.19269	18.61785	7.7477	10.7916	13.4825	23.1009	18.757	11.7198	6.12883	0	0	0	1.71056	11.1228	0	0	8.2141
ACCSL	0	0	0	0	0	0	0	0	0	0	0	1.39526	0	1.49304	0	0	0	0	0	0	0	0	0	0
ACD	23.921000013001	22.3431	16.4418000718425	16.4302	26.117100067643	29.7096	14.2681	14.018054	28.4876	21.009405	36.0569	31.5322	12.264139	42.8383	43.5059	31.0844	0	22.8671	18.1935	21.5691	75.0202	78.6875	39.6642	25.1391
ACE	0	0	0	0	1.25738	0	0	0	0	0	0	0.740893	0	0.510962	0	0	0	0	0	0	0	0	0	0
ACE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	0	0	3.68863	0	0	0	0	0	0	0	0	0	0	2.69884	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	2.51526	0	0	4.76521	0	0	3.55139	0	0	1.7107	0.957146	0	0	2.74403	0	0	0	1.09027	0	0	3.99616	0
ACER3	8.34186	1.12687	3.81194	2.67597	0	6.65928	1.42244	2.40666	7.86757	6.4135	4.52017	3.52213	8.51206	4.07257	4.73373	1.74363	5.71684	4.82748	1.09507	0.694046	0	3.53445	5.07387	8.63604
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1	16.407330357429	20.77947	9.32209869	8.61667	14.51770113682	27.921078521	11.82525839	19.5664128871	24.58738	21.844610251702	11.69825055	20.96190909	17.315306873	13.7206	18.5759304	17.1772700180199	10.03966668	71.807752353	14.13031735	16.62162795075	25.631003	19.96398	22.212760333478	24.8534
ACLY	91.0154	52.817	44.6371435	39.4010631	89.7936	77.1052	44.7691321	46.0895270816	91.2889	69.2353000438784	73.2396	92.6593	72.94772	85.287	71.1062	86.1334	112.02	62.047970907	54.4327000339703	37.782663753	46.4503	70.4644	76.8354	65.623031283
ACMSD	2.06045	2.19598	0	0	0	0	2.79217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	12.8821	13.7199	7.15602	10.5058	9.59156	17.6399	9.5576	7.54854	10.1025	9.80476	12.5412	12.1861	29.9802	7.82616	10.5974	14.3152	17.0643	0	4.57021	10.8358	12.5636	19.2012	17.0807	11.8867
ACO1	4.56069	4.85533	0.998093	4.17899	12.5036	13.6087	0.888153	4.20759	8.45599	1.56	3.10316	4.06995	4.55579	7.26646	10.3415	4.35509	0	0	2.5454	1.73217	2.79461	5.04269	4.75356	0
ACO2	64.669	70.7971	40.5948	58.3818	66.0544	39.31	38.9401	36.7521	70.3948	117.165	68.8978	68.747	34.3152	121.845	40.9223	59.4369	37.5342	136.866	59.6502	33.1908	65.5292	76.5876	77.1915	80.1432
ACOT1	8.20902	10.4057	0	0	0	0	0	0	0	0	6.01277	4.03312	0	0	6.17799	0	4.55112	0	0	5.52509	0	0	3.76725	0
ACOT11	0	0	0	0	0	0	0	1.10303	12.05527	2.8656	1.7416	1.24658	20.73008	20.73273	0	2.662225	0	0	0.71424	0	10.2821	2.3105	0	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	13.5074	23.7444	12.0092	4.68096	11.9147	18.43557	3.83172	8.85122	15.276	14.9653	17.7905	18.749	17.19651	20.574	14.1522	14.8008	20.5994	16.8573	7.68285	15.2868	22.7939	15.41395	15.80704	27.4006
ACOT2	31.70121	44.39437	25.1898	24.6718	22.4964	35.0455	7.47818	26.5809	17.7796	63.02849	39.58913	30.7597	43.1943	24.7323	38.0304	41.79983	56.0278	91.0098	16.0983	20.26953	8.85634	35.7785	27.15782	48.8065
ACOT4	0	1.61463	6.933	11.6464	8.25251	7.01743	8.23426	4.1815	0	3.62318	3.60511	17.3419	5.28555	1.68657	5.13523	6.72562	0	0	7.38794	7.98359	0	10.2112	3.68311	5.75627
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	142.671085959	121.3846	73.379532807	59.405977125	67.248074952	179.4692	56.9184	78.71590861	138.8322	115.154311036	154.914843388	126.2216	60.126418495	160.99205	130.664512041	107.929	108.072	104.784040023	41.4906947548	70.31320631	179.3981	54.8872431682	97.573484219	90.091405516
ACOT8	81.9621	128.123	43.9545	42.7032	90.3827	110.565	63.3007	44.9179	101.26	151.456	97.8564	76.3516	89.4526	49.4486	72.675	103.06	176.19	27.1712	86.3971	63.9965	169.7	68.2665	86.4915	94.9141
ACOT9	113.769	54.5361	48.57430478581	29.146	100.739	79.6727	34.7815	47.0981	63.2921	71.7658	43.9804000684665	47.6561	72.7582	68.0644	56.237860863	57.1019	5.26632	0	37.4408	28.1197	77.1189	79.4312	34.5615	48.9534
ACOX1	16.6144	15.1380000046426	8.78268	11.9303	15.21144	22.12620166829	5.25552	8.20824	15.0557	24.4134	13.3551	11.85365	20.8794	11.5558000032152	18.5721	10.6396	23.3084	22.4199000110134	5.59101	8.50807	15.2379200055537	11.9344	10.99798	10.83216
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	9.19752	16.9154	5.11849	11.7947	20.0823	7.75795	4.5557	7.70877	13.2494	21.0141	14.5529	10.4443	18.9865	7.45675	12.16919	13.0295	7.11784	0	8.75284	15.5295	9.61448	18.117	10.1658	20.199
ACOXL	0	1.0668	0	0	0	0	1.3636	0	0	0	0	0	1.16629	8.93015	1.13401	3.34245	15.8258	0	0	0	0	6.77015	0	0
ACP1	94.7334	54.74093	93.4509000967856	73.8360132	96.0998	111.2437	71.9405	66.09769	170.7535	80.17205	112.000189974	143.2363	67.1764	175.0608	158.6137	94.3663	83.672	184.729	95.4683	107.732100432329	77.5433	162.1788	163.38293249	119.849428
ACP2	40.1922	23.52062	16.6018	15.3158	23.7411	47.8397	35.25748	15.0085	25.001	44.5169	50.4147	26.0001	46.7807	67.7683	35.6465	50.5704	0	39.9752	32.5772	20.1204	13.01761	14.2797	69.2269	27.579
ACP5	135.82082	76.3062	82.949285	50.10886	92.5201134879	59.6893	54.7794	57.8651	170.7447	161.329	62.77697	62.1722951	110.5398	87.0672	68.0497	48.5703	125.7462	140.777	53.068	35.80339	24.001271387	81.8028700164115	86.8284	103.288183
ACP6	6.75515	8.63459	0	3.46163	3.68304	12.5167	7.34513	2.48644	5.8213	8.07673	0	2.81115	15.7128	12.0325	6.10789	1.50001	0	0	0	1.78232	0	10.4129	9.85087	8.56083
ACPL2	3.10613	9.0946	5.94394	2.98777	10.6339	9.0077	1.9934	1.43216	7.37974	6.50607	5.22481	19.40085	1.8093	4.07779	10.29757	6.91669	40.618	62.9529	3.03297	7.21594	0	4.50428	1.88832	3.95079
ACPP	0	1.53787	0	0.929138	0	0	1.98167	0.709802	1.04109	0.864531	0.859897	0.752995	0.906009	0	0.819769	0.805657	4.47226	2.1182	0.754642	0	0.883012	2.10466	0	0.933314
ACPT	0	0	0	0	0	0	0	1.73401	0	0	2.24441	0	0	0	0	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	1.96784	1.65154	3.51569	0	1.75242	0	0	1.54135	0	0	0	1.43523	4.37178	0	32.8512	0	0	0	0	0	1.56651	1.63419
ACRC	0.732133	1.55896	1.12109	1.87811	2.0059	4.24688	0.997694	1.3505	0	0	0.871674	0.762182	0	4.08187	1.65953	0	0	1.79893	2.85982	0	0	4.95584	1.78042	0.931486
ACRV1	0	3.00254	0	0	0	3.2469	3.80339	2.57699	0	0	3.34266	0	0	0	0	0	27.1488	0	0	3.65635	0	8.06697	0	3.5354
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8765808	0	0	0	0	0	0	0	0
ACSBG2	0	0.923454	0	0	0	0	1.18117	0	0	3.1136	0	0	0	0	0	0	0	2.12973	0.846677	1.15016	0.93017	0	0	0
ACSF2	4.26886	1.13653	4.89366	8.20777	5.83204	6.18459	10.1658	5.89848	12.2825	14.0434	7.62022	14.4382	4.96891	16.6456	9.66179	9.49232	0	0	6.24857	7.06124	0	14.419	10.378	10.8394
ACSF3	25.7917	29.56351226643	19.20164	14.08867	41.7394270775	28.42664484	11.84032223	10.02537617626	37.11373	30.95489586638	16.5524	28.26439619453	38.979	19.19528659745	23.2649	16.8216	37.6372	0	11.68441525931	20.0909373122	9.69401	24.335190838653	40.55851	22.2086512185
ACSL1	15.1311	12.2421	4.6371	6.21194	21.5794	18.9654	5.77654	5.02631	15.7148	7.97113	15.1352	12.6033	16.2254	14.8523	19.904	9.44211	0	1.48796	4.72962	3.21985	22.7148	0	8.83211	10.7893
ACSL3	16.263	12.39883	8.04225	5.52679	14.3977	14.3747	6.60883	5.32647	16.6560000090053	9.4231	11.8708	23.4894	7.53226	13.2148	12.68153	10.2029	30.816	17.2128	5.71625	3.58305	11.5461	9.38269	10.2081	6.85868
ACSL4	17.20622	13.9772	9.72156	9.87838	8.70372	25.4656	8.03091	12.54136	47.06779	39.58624	20.49348	21.2182	14.7841	37.3326	15.4146	17.6728	25.9255	35.6452	12.4693	3.01608	16.9912	19.73666	8.2799109	17.89044
ACSL5	45.6352	33.7702	27.5343	44.2562	37.82307	36.9041	26.60957	34.3216	12.9595	66.97046	45.20846	38.1521	25.5655431923	33.9276	42.25789	46.8852	10.5591	56.0752	33.19314	32.030395862	52.7368	23.0789	40.1167	38.6168
ACSL6	7.628	7.0446	3.55954000948468	1.9733	15.94422	11.4804000057386	5.05071	2.93836000349167	7.33216	13.315680247711	2.62067	4.80172	13.76248	9.79485	5.22717	4.9051800301035	0.928569	21.2256000724512	3.31082	3.6007400376864	10.0963000268763	9.42941	7.32386000673061	5.22999
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	1.48578	0	0	0	0	0.89528	0	0	0	1.01118	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	2.88466	0	0	2.1518	0	0	0	0	0	0	0	1.27319	0	0	0	0	0	0	0	5.77621	0
ACSM4	0	0	0	0	0	0	0	0	2.02085	0	1.67419	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	32.9588	18.2459	27.2638	19.45003	9.03542	23.7118	17.971	18.2437	2.80065	12.00200266195	18.05377	19.9022	5.37738	16.1736	8.22058	9.08806	16.0455	34.0238	27.0401	23.3282974069619	33.9293	23.4849	27.20086	38.8998
ACSS2	0.82078	4.17539308576	0	0	2.24716	1.90395	0	0	2.36494	0	0	0.854388	3.65481356026	0	0	0	0	0	0	0	0	0	0.997918	0
ACSS3	1.55512	0	0	0	0	0	0	0	1.10884	1.89457	0	1.61903	1.79281	0.866327	0	0	0.936004	1.9553	0	0	2.00657	0	0	0
ACTA1	3.37186	5.38188	5.13711	2.15305	4.57705	6.49319	2.28895	3.09221	9.65352	8.06078	2.00469	4.80128	5.88034	1.87232	4.85821	0	2.03893	4.11898	4.9293	6.64496	3.61928	4.85932	7.53858	0
ACTA2	23.70022397	16.3357	22.0086	23.1303	26.5928	22.5986	24.62879504	10.2612	78.0666	99.3047	36.4811	48.8575	46.1748	31.0353	59.1096	36.0341	166.2758	13.2589	21.7516	26.09442	19.39687	31.22144	16.9401	25.11874
ACTB	22059.9	21313.9	28690.5	28614.3	22422.9	21326.2	27048.3	30525	21524.3	20611.4	20009.8	19166.5	21412.4	21475.9	20298.2	20963.2	20172.6	17853.7	26719	25443.6	18494.2	18495.7	21385.7	18578.3
ACTBL2	0	0.894385	0	0	0	0	0	0.774415	2.42002	4.02108	0	0.874364	1.95678	0	0.951545	0.934944	1.0215	0	0	0	0	0.811746	0	3.20393
ACTC1	0.624876	0	0	0	1.71324	0	0	0	1.17114	0.814807	0.743832	0	0	0	0	0	0.764409	0	0.704076	0	0	0.616259	0.75963	1.59113
ACTG1	5246.0201	4959.0754	5597.94	4771.9414	5571.4425	5204.4811	4683.5078	4753.2337	6307.2062	5599.256	5417.4225	5268.4533	5945.1938	6361.8596	5804.6594	5579.2591	4497.33	4706.1879	4733.6303	4697.21	3748.9378	3748.2304	4803.559	5028.2685
ACTG1P4	0	0	1.86386	0	0	2.82648	0	0	0	1.45909	0	1.26953	0	2.71699	2.75932	2.71105	1.48204	0	2.38062	1.61216	1.30873	1.17612	1.4837	0
ACTG2	17.2634	6.90012	6.55802	16.5616	5.84461	9.97285	23.3845	9.8992	18.5099	12.8814	12.821	13.4589	10.0151	2.39731	4.86041	0	15.6519	15.8093	6.30267	8.46636	11.5849	6.20697	7.86133	10.8834
ACTL10	1.18955	15.2032	0	1.52442	3.24707	2.75644	0	0	0	0	2.83077	0	0	0	1.34543	2.64353	0	0	3.48152	1.57205	0	4.5886	0	6.03627
ACTL6A	104.542	93.9721	54.69586	68.4596	128.9373	99.6311	46.3223	61.5158	65.898	94.0271025577	95.532	116.5502	62.5017	100.2904	116.6682	89.1365	139.956	64.2449	57.4531	57.0826011	102.138	52.6594	70.0803	87.19837
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	2.10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	4.28937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	24.1382	19.188402	4.7613289	6.378745	18.923000515989	6.4645	5.084045	10.4227	55.3483	29.7497	11.1541510165458	11.5993	26.334936	19.329800496744	5.6145800460856	5.5400070117765	9.8355	0	3.04911	2.469130362157	11.3745090097469	0	18.142300316399	4.7479319
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0.536957	0	0	1.3846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	127.189	162.671	72.0806	67.7496	108.196	126.166	53.0377	72.6854	137.521	172.466	144.555	127.68	122.395	138.651	140.938	131.432	150.041	58.5993	66.9255	81.8104	157.51	150.13	155.073	145.06
ACTR10	44.08	58.1672	41.9244	20.1533	37.9244	41.68	40.3206	33.7719	49.087	45.485	38.3555	36.5201	61.4721	53.8805	36.3278	51.7542	38.543	83.7804	32.8273	38.7972	48.3108	24.8102	44.949	69.2147
ACTR1A	83.1584	107.639	59.8964	72.1419	98.2166	100.234	68.8577	75.9221	146.823	94.6471	70.8506	121.359	77.8737	80.8912	112.686	83.4948	73.3755	20.0251	66.8647	62.7459	78.6932	96.1342	119.939	105.746
ACTR1B	91.9957	46.1698	43.6411	54.2174	86.6848	49.0241	58.9989	44.8083	73.0229	111.318	81.796	82.5336	81.2371	40.0552	67.0149	65.8397	6.42326	90.8093	49.5309	40.5837	58.9834	56.1296	56.5556	63.1008
ACTR2	201.094	164.769	115.003	103.051	178.51	198.693	99.9289	148.24	192.839	204.274	138.934	151.388	198.867	166.113	171.5009	157.462	164.886	268.113	117.977	113.087	138.932	158.314	205.333	175.4031
ACTR3	515.158	481.12	451.195	478.203	519.806	596.415	432.31	472.497	615.812	605.077	560.58	600.32	592.921	623.534	554.035	547.258	408.109	770.963	453.819	410.608	461.364	477.645	495.566	496.112
ACTR3B	3.60984	0	0	3.08394	0	5.57629	2.93587	2.21572	1.7297	0	0	1.4325	0	3.09704	0	0	0	0	2.53217	0	7.77742	0	4.73925	16.0575
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	1.38147	0	0	1.78651	0	0	0	0	0	0	0	1.46445	0	0	0	0	0
ACTR3C	4.24473	6.78707	0	0	21.7169	0	2.87532	0	12.1391	35.8629	14.2769	8.50713	9.58156	19.0938	0	2.34757	0	0	7.29681	5.55335	14.9922	7.68529	10.9064	6.08914
ACTR5	16.2426	33.5747	18.9965	13.4746	18.291	37.663	14.3086	11.4463	17.8803	21.7209	7.96042	21.8775	27.8124	25.5543	25.9628	19.1314	37.1616	11.7269	13.0562	13.9247	52.2658	46.1342	24.3916	25.4915
ACTR6	18.99937	35.2823	14.61205	19.27625	14.9142	19.00866	27.8864	27.6909	22.30513	29.4386	15.267	13.7645	15.90835	19.79619	27.8269	16.70494	41.56243	104.8156	17.34199	9.02132	28.53797	11.85967	15.7349	16.0605
ACTR8	17.1822	8.12979	5.8498	9.79667	13.9593	8.86189	2.60267	13.5043	7.34231	16.7614	15.1554	9.93845	7.41677	7.80757	10.8233	9.21731	0	0	8.08047	6.76869	9.55358	7.38884	11.6077	28.3553
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	1.20593	0	0	0	0	0	0	0	1.73348	0	0	1.25481	0	0	1.36386	5.35944	0	0	0	1.59341	0	0	0	0
ACVR1	2.45406	0.815781	1.25202	1.04905	2.23965	14.2317	1.11433	3.01689	10.6066	5.87412	1.94763	5.1091	8.57579	9.1194	2.78025	0	0	0	2.39604	4.34172	0	5.53435	0	2.08038
ACVR1B	0	0	0	0	0	0.5872151287	0	0	0	0	0	0	0	0	0	0.5639312345	0	0	0	0.6734757722	0	0	0	0
ACVR1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	1.93625	3.22631	1.08029	0.731593	7.13543	2.16673	0.759524	1.01707	0.62522	0	0	1.46569	5.1304	3.26764	0	0.582002	0.820372	5.11061	0	1.15395	1.85695	0	1.05328	0
ACVR2B	1.56598	0.833277	1.50307	0.753992	0	0.454893	0.802064	0.183746	0.28303	0.469085	0.466454	0	3.88336	0	0.222384	0.437128	0	0	0.574122	0.523023	0.209824	0.759605	0.238129	0.499799
ACVR2B-AS1	1.06394	3.18214	5.52947	5.37614	3.75132	3.80811	0	2.6245	3.29273	2.92328	6.21395	1.0244	4.8586	4.07367	1.23669	4.1824	9.79555	9.16957	1.83481	3.63506	4.34838	1.98725	1.80154	0
ACVRL1	2.77958	2.68332	0.852064	0.713276	0	1.9358	0	0.543636	0.8243	2.00921	2.18551	2.3532	2.73839	2.0111	0.630546	1.33645	2.34135	1.36699	1.08615	1.47952	1.89214	1.76958	2.86022	1.44689
ACY1	17.7504	9.00277	5.23273180619	10.1173	0	12.801	10.7282	10.8719	4.923890649806	21.138399	20.0938450295275	21.4783831	13.910004	15.8228	0	5.71133	0	0	4.94069	6.66371	0	1.6513000435001	10.4339014676	4.34376
ACY3	0	0	0	5.03612	0	0	0	0	0	0	9.35585	0	0	0	8.87213	0	0	0	1.91663	0	0	0	0	0
ACYP1	47.4762	51.5478	15.5957	41.968	58.415	65.72061	41.8544	86.0443	69.3197	18.5788	59.1718	54.0284	75.8967	117.1343	28.9607	84.0855	172.0851	25.123	36.574	16.8217	5.61474	60.7884	43.93892	27.2843
ACYP2	21.1621	13.533	6.4327	5.41424	22.9342	4.89062	8.60117	1.94187	3.02608	15.16	10.0591	8.79957	2.45568	9.40492	9.53468	4.68167	43.4979	0	2.06046	8.30642	18.1769	8.118	25.6989	5.3379
ADA	107.47	171.751	116.624	72.9738	101.869	186.537	110.53	94.3027	95.7344	71.9988	137.478	111.777	174.087	85.139	119.478	115.549	224.939	51.8122	68.2449	83.527	131.068	72.044	116.72	187.458
ADAD1	0	1.35775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	7.89823	9.81131	9.07432	12.00678	1.80438	6.47952	2.080022	8.46645	11.51042	14.78312	5.47379	10.4832	7.12101	5.13842	9.20272	10.3701000844209	7.4266	3.75016	5.54167	7.26572	20.06415	5.8388	7.66409	13.16103
ADAM10	25.7619	34.9043	12.5617	19.5309	32.1212	37.375	12.7738	13.5075	43.9222	91.8354	28.5864	31.7003	25.2517	41.7994	14.6083	15.0074	51.3244	120.922	13.7266	12.4619	24.4846	7.93351	37.7366	20.1317
ADAM11	0	0	0	0	0	0	0	0	1.4995	0	0	0	0	0	0	0	0	0	0	0	0.557024	0	0	0
ADAM12	0	0	0	0	0	0	0	0	0	1.77758	0	0	3.02914	0.828173	0	0	0	3.33136	0	0	1.19324	0	0	0
ADAM15	41.462645	39.7625	13.7040321495	6.365503444	8.824363	28.927	9.25938	5.19253	84.9236705204506	62.81222	7.66874	7.17112107293	14.6245	40.8673	24.6078344246	27.7028700252388	0	0	20.1929	5.48401	65.080461	47.99411	15.08748096	16.2051
